"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"CTBP2.4"	1.81795795175953e-36	-0.551039149934567	0.626	0.714	4.31601397327231e-32	"Macrophages"	"CTBP2"
"WWP1.5"	8.90199058797866e-36	-0.571245730346804	0.545	0.724	2.11342158549201e-31	"Macrophages"	"WWP1"
"CAMK2D.3"	1.0317988120483e-35	0.540541144121716	0.653	0.385	2.44959355968387e-31	"Macrophages"	"CAMK2D"
"ITPR1.5"	2.21583463698683e-34	-0.591147009680972	0.565	0.585	5.26061301167043e-30	"Macrophages"	"ITPR1"
"PREX1"	2.25090858849409e-32	0.522184695085596	0.716	0.348	5.34388207994381e-28	"Macrophages"	"PREX1"
"THRB.4"	5.2938433577808e-31	-0.547420658773733	0.318	0.544	1.25681135157074e-26	"Macrophages"	"THRB"
"EXT1.1"	2.81693709511076e-29	-0.661433621171017	0.48	0.749	6.68769035750245e-25	"Macrophages"	"EXT1"
"KCNMA1.5"	9.74293867434389e-23	0.51449270744688	0.77	0.581	2.31307107067598e-18	"Macrophages"	"KCNMA1"
"MT-ATP6.6"	3.06431080938728e-17	-0.712933083409145	0.443	0.534	7.27498029256635e-13	"Macrophages"	"MT-ATP6"
"MT-CO2.6"	2.11600794386767e-13	-0.673092200708035	0.531	0.622	5.02361445953623e-09	"Macrophages"	"MT-CO2"
"MT-ND3.2"	8.90319141435168e-12	-0.567904967679351	0.403	0.501	2.11370667368123e-07	"Macrophages"	"MT-ND3"
"MT-CO1.6"	2.37261188657013e-06	-0.518735492934983	0.544	0.621	0.0563281787990614	"Macrophages"	"MT-CO1"
"NOTCH3"	2.08450727679032e-266	1.83062252475263	0.861	0.145	4.94882872582789e-262	"Pericytes"	"NOTCH3"
"TRPS1.6"	2.44339344544421e-222	-3.42478372114444	0.769	0.939	5.80086037882911e-218	"Pericytes"	"TRPS1"
"RCAN2"	1.21493023419125e-214	2.4729625910189	0.713	0.05	2.88436586899344e-210	"Pericytes"	"RCAN2"
"NR2F2-AS1"	6.06973762806951e-210	2.55508494104364	0.92	0.176	1.44101641027998e-205	"Pericytes"	"NR2F2-AS1"
"CCDC102B"	1.45825196151354e-203	2.99998668177004	0.802	0.088	3.46203598182931e-199	"Pericytes"	"CCDC102B"
"ARHGAP6"	4.23704738353533e-201	1.85339762951475	0.769	0.073	1.00591741932512e-196	"Pericytes"	"ARHGAP6"
"EBF2"	3.92786580243775e-198	2.18511714977255	0.799	0.03	9.32514620156746e-194	"Pericytes"	"EBF2"
"NEURL1B"	2.45072548782275e-194	1.45509872715023	0.691	0.055	5.81826738063999e-190	"Pericytes"	"NEURL1B"
"JAG1"	1.80473489469615e-184	1.58548651815996	0.759	0.12	4.28462111349812e-180	"Pericytes"	"JAG1"
"COL18A1"	1.17194499972886e-182	2.05757010560736	0.858	0.196	2.78231462385629e-178	"Pericytes"	"COL18A1"
"ESR1.7"	1.73145546902071e-181	-3.47367115696973	0.534	0.837	4.11064842900208e-177	"Pericytes"	"ESR1"
"PDGFRB.1"	1.92436175468804e-177	2.10733321093069	0.886	0.097	4.56862724180488e-173	"Pericytes"	"PDGFRB"
"MRVI1"	1.67212145149987e-158	1.37609854596105	0.651	0.046	3.96978353800585e-154	"Pericytes"	"MRVI1"
"ABCC9"	1.007719461548e-153	1.53933932834808	0.58	0.023	2.39242677366111e-149	"Pericytes"	"ABCC9"
"EGFLAM"	1.04226609738829e-153	1.5856172853083	0.552	0.021	2.47444394180954e-149	"Pericytes"	"EGFLAM"
"ADGRF5.1"	5.16051132779782e-153	1.46934474743349	0.596	0.028	1.22515699433248e-148	"Pericytes"	"ADGRF5"
"MCAM.1"	3.63005023252197e-152	1.35749238521087	0.614	0.036	8.6181022570304e-148	"Pericytes"	"MCAM"
"ANKRD30A.7"	3.3277503890146e-151	-3.98447663216358	0.417	0.733	7.90041219855957e-147	"Pericytes"	"ANKRD30A"
"TRPC6"	1.53980790684809e-150	1.57084047974525	0.608	0.032	3.65565795164805e-146	"Pericytes"	"TRPC6"
"ITGA1.1"	1.29019396429121e-149	2.14429903165235	0.833	0.115	3.06304949062376e-145	"Pericytes"	"ITGA1"
"THSD4.6"	4.69789032257051e-142	-3.0055620554133	0.256	0.774	1.11532614148146e-137	"Pericytes"	"THSD4"
"GUCY1A2"	1.98200389310223e-141	1.92057857084442	0.713	0.059	4.70547544261401e-137	"Pericytes"	"GUCY1A2"
"PDE3A"	1.99097074926059e-139	2.76217075466903	0.926	0.087	4.72676365581957e-135	"Pericytes"	"PDE3A"
"AFF3.6"	6.97490751453536e-139	-3.09177698825151	0.432	0.759	1.65591279302584e-134	"Pericytes"	"AFF3"
"LINC01197"	7.63104806072313e-136	1.42781898283169	0.568	0.016	1.81168712009628e-131	"Pericytes"	"LINC01197"
"ADGRL3"	3.58705492384402e-134	2.58861468674351	0.552	0.046	8.51602709469809e-130	"Pericytes"	"ADGRL3"
"LHFPL6.3"	5.5408151871909e-131	2.9035805786714	0.944	0.176	1.31544493359099e-126	"Pericytes"	"LHFPL6"
"KCNAB1"	4.64182921077893e-130	2.4939949634199	0.522	0.055	1.10201667293103e-125	"Pericytes"	"KCNAB1"
"GRID1"	7.42155463796533e-129	1.70527533568857	0.602	0.053	1.76195128659935e-124	"Pericytes"	"GRID1"
"ADCY3"	6.67218530126363e-127	1.23889608513684	0.685	0.145	1.584043512373e-122	"Pericytes"	"ADCY3"
"PARM1"	1.01249881642347e-126	1.36831116065371	0.559	0.053	2.40377344007095e-122	"Pericytes"	"PARM1"
"GJC1"	7.3388375350887e-126	1.36042669492027	0.605	0.013	1.74231341920541e-121	"Pericytes"	"GJC1"
"ERBB4.6"	5.69410549451901e-125	-3.12183873147001	0.494	0.776	1.35183758545376e-120	"Pericytes"	"ERBB4"
"EPS8.1"	1.16153594087047e-124	1.89673066414115	0.901	0.356	2.75760247722059e-120	"Pericytes"	"EPS8"
"DPY19L2"	1.37374042137017e-122	1.13214443653045	0.546	0.051	3.26139713437492e-118	"Pericytes"	"DPY19L2"
"PATJ.6"	1.85914649222171e-115	-2.26328080062507	0.367	0.794	4.41379968718356e-111	"Pericytes"	"PATJ"
"ARHGEF17"	1.19692447461494e-110	1.01267722506092	0.664	0.178	2.84161839518333e-106	"Pericytes"	"ARHGEF17"
"CDH6"	3.52466892618334e-110	1.89010900935903	0.701	0.004	8.36791649765187e-106	"Pericytes"	"CDH6"
"DACH1.6"	2.02707560351842e-108	-2.67105741779663	0.222	0.68	4.81248019031307e-104	"Pericytes"	"DACH1"
"TTC6.6"	3.19179121754179e-107	-2.6012776589065	0.133	0.681	7.57763152956596e-103	"Pericytes"	"TTC6"
"MYO1B"	3.13551411436645e-103	1.80592481159404	0.769	0.235	7.44402405891738e-99	"Pericytes"	"MYO1B"
"SLIT3.2"	5.15329225131111e-100	2.98047808248771	0.855	0.208	1.22344311338377e-95	"Pericytes"	"SLIT3"
"RBM47.6"	2.83997786206987e-99	-2.12597847040362	0.157	0.733	6.74239144234007e-95	"Pericytes"	"RBM47"
"PEAK1.3"	2.10419766127622e-98	1.8310303543133	0.895	0.421	4.99557566763587e-94	"Pericytes"	"PEAK1"
"PDE1A"	9.09903610052598e-98	1.80174848839858	0.722	0.094	2.16020216062587e-93	"Pericytes"	"PDE1A"
"GATA3.6"	1.39191433966199e-92	-2.25104179815342	0.127	0.682	3.30454383379154e-88	"Pericytes"	"GATA3"
"DLC1.2"	6.26364710670279e-92	3.24064023337728	0.978	0.22	1.48705245960231e-87	"Pericytes"	"DLC1"
"EDNRA"	6.36960967099619e-92	1.51627452404641	0.636	0.088	1.51220903199121e-87	"Pericytes"	"EDNRA"
"PTPRT.7"	2.47264098746806e-91	-2.92318703240519	0.139	0.532	5.87029696834793e-87	"Pericytes"	"PTPRT"
"BMPR1B.7"	1.27293319306959e-90	-2.73448404068999	0.225	0.591	3.0220706936665e-86	"Pericytes"	"BMPR1B"
"SPECC1"	1.87675304758315e-90	1.16492321951119	0.639	0.127	4.45559941026715e-86	"Pericytes"	"SPECC1"
"FRMD3"	8.63550162269232e-86	1.43537504716288	0.534	0.142	2.05015444024338e-81	"Pericytes"	"FRMD3"
"MAP2"	1.69785339537746e-84	1.13056328977947	0.549	0.08	4.03087374596563e-80	"Pericytes"	"MAP2"
"PRKG1.2"	2.33042793705716e-84	2.73449187654977	0.997	0.465	5.53266896536739e-80	"Pericytes"	"PRKG1"
"GRK5.1"	4.26938546660634e-84	1.37854212366337	0.75	0.237	1.01359480362701e-79	"Pericytes"	"GRK5"
"CSRNP3"	1.47476398355685e-83	1.19852599695374	0.602	0.101	3.50123717336233e-79	"Pericytes"	"CSRNP3"
"ARHGEF7.1"	2.54593552544496e-83	1.1900924431019	0.815	0.443	6.04430553095887e-79	"Pericytes"	"ARHGEF7"
"TBC1D9.6"	1.0637049614238e-82	-1.78513901451665	0.293	0.719	2.52534194891625e-78	"Pericytes"	"TBC1D9"
"LMOD1"	1.31442497957781e-81	1.50171396292718	0.627	0.069	3.12057634401569e-77	"Pericytes"	"LMOD1"
"CARMN.1"	1.55014881647499e-81	2.79660710394719	0.966	0.11	3.68020830519327e-77	"Pericytes"	"CARMN"
"NEBL.7"	1.96360945158804e-81	-2.01760936908583	0.12	0.66	4.66180519901516e-77	"Pericytes"	"NEBL"
"NR2F2"	5.24616621000478e-81	1.12075463233231	0.676	0.231	1.24549231991724e-76	"Pericytes"	"NR2F2"
"RNF152"	8.18334258809939e-79	1.49769350296588	0.673	0.213	1.94280736384068e-74	"Pericytes"	"RNF152"
"LDLRAD4.5"	2.50219083353714e-78	-1.89119424699065	0.46	0.823	5.94045125790053e-74	"Pericytes"	"LDLRAD4"
"MPRIP"	2.48850607742631e-77	1.03593844481629	0.781	0.43	5.9079622784178e-73	"Pericytes"	"MPRIP"
"UACA.3"	6.87420053772542e-77	1.67957010718085	0.765	0.325	1.63200394966139e-72	"Pericytes"	"UACA"
"IGFBP7.2"	2.01405425365671e-76	2.32180526061769	0.932	0.205	4.78156620360639e-72	"Pericytes"	"IGFBP7"
"MEF2C.2"	2.50202140357365e-76	1.99149363311132	0.843	0.147	5.94004901422419e-72	"Pericytes"	"MEF2C"
"TFPI.1"	3.25776219703928e-76	1.37596718904723	0.667	0.064	7.73425323199096e-72	"Pericytes"	"TFPI"
"NEDD4L.6"	1.00431373719582e-75	-1.84330252691528	0.13	0.649	2.3843412434766e-71	"Pericytes"	"NEDD4L"
"KIRREL1.2"	1.07053283503333e-75	1.41556555137618	0.738	0.131	2.54155200365263e-71	"Pericytes"	"KIRREL1"
"SYNPO2"	2.9485528160322e-75	2.19689572361415	0.812	0.184	7.00015924054206e-71	"Pericytes"	"SYNPO2"
"MLPH.6"	2.73832952693088e-74	-1.84378432097883	0.114	0.636	6.50106812988659e-70	"Pericytes"	"MLPH"
"HIP1.1"	4.29016306373403e-74	1.40612990274183	0.886	0.479	1.0185276129611e-69	"Pericytes"	"HIP1"
"MSI2.6"	2.04670442250467e-73	-1.62621521775967	0.367	0.763	4.85908096946834e-69	"Pericytes"	"MSI2"
"ARHGAP17"	3.74726482180406e-73	0.983087675697464	0.725	0.323	8.89638141344501e-69	"Pericytes"	"ARHGAP17"
"SHANK2.6"	1.1559883448336e-71	-1.88587652037496	0.093	0.604	2.74443192946944e-67	"Pericytes"	"SHANK2"
"PDE5A"	1.20374426664035e-71	1.248015936967	0.725	0.251	2.85780926343085e-67	"Pericytes"	"PDE5A"
"PLXDC1"	4.8405529310965e-71	1.07354356466528	0.509	0.072	1.14919567137162e-66	"Pericytes"	"PLXDC1"
"VAV3.5"	5.39360652639194e-71	-1.78089644165867	0.176	0.624	1.28049612543071e-66	"Pericytes"	"VAV3"
"RGS5"	2.07490068874411e-70	1.29638587435904	0.519	0.059	4.92602172514739e-66	"Pericytes"	"RGS5"
"TEX41"	2.44810490456957e-70	2.48394677019276	0.79	0.075	5.81204585393862e-66	"Pericytes"	"TEX41"
"COL4A2.2"	4.08794789509896e-70	2.37271451420092	0.904	0.106	9.70519709775443e-66	"Pericytes"	"COL4A2"
"LPP.1"	1.50170990010809e-69	1.26794431057959	0.985	0.9	3.56520947384662e-65	"Pericytes"	"LPP"
"PRLR.6"	2.17449357546173e-69	-1.96342605945739	0.086	0.605	5.16246519750368e-65	"Pericytes"	"PRLR"
"DAAM2"	2.43973646636522e-69	1.25116119536255	0.735	0.128	5.79217834479767e-65	"Pericytes"	"DAAM2"
"ACTA2"	4.03873906355914e-69	2.06464289357154	0.688	0.139	9.58837041079576e-65	"Pericytes"	"ACTA2"
"ITGA7.1"	2.11942895969845e-68	0.932799044837189	0.54	0.019	5.03173629322009e-64	"Pericytes"	"ITGA7"
"ARHGAP42.1"	1.21380248243618e-67	1.35188017946306	0.793	0.2	2.88168847355173e-63	"Pericytes"	"ARHGAP42"
"FRY.2"	3.5277156463519e-67	1.52634254095332	0.892	0.547	8.37514971600404e-63	"Pericytes"	"FRY"
"DNAH14.6"	7.41594152838247e-66	-1.48431581229246	0.142	0.632	1.76061867825328e-61	"Pericytes"	"DNAH14"
"XBP1.6"	1.24673839456404e-65	-1.53855505955095	0.164	0.634	2.95988162253448e-61	"Pericytes"	"XBP1"
"SORBS3"	1.64958555584738e-64	0.756816744556361	0.543	0.144	3.91628106813726e-60	"Pericytes"	"SORBS3"
"HIVEP3.5"	2.21162872792957e-64	-1.53994312875279	0.284	0.687	5.2506277629776e-60	"Pericytes"	"HIVEP3"
"CNNM2"	4.32775212715614e-64	1.31739160643238	0.512	0.216	1.02745163250814e-59	"Pericytes"	"CNNM2"
"KIAA1324.6"	9.4126121586751e-64	-1.62222428107411	0.105	0.59	2.23464825259106e-59	"Pericytes"	"KIAA1324"
"NCK2.1"	3.78984759261083e-63	0.940230978009824	0.66	0.254	8.99747716961738e-59	"Pericytes"	"NCK2"
"FRMD4A.4"	7.61925351550061e-63	1.77513078024373	0.886	0.404	1.808886977115e-58	"Pericytes"	"FRMD4A"
"COL4A1.2"	9.69333536989238e-62	2.10532647078151	0.836	0.088	2.30129475016615e-57	"Pericytes"	"COL4A1"
"PPP1R12A"	7.98036711134391e-60	0.95936978119151	0.87	0.561	1.89461895590416e-55	"Pericytes"	"PPP1R12A"
"ZFHX3.2"	1.886614033091e-59	1.36670511241381	0.821	0.556	4.47901037596135e-55	"Pericytes"	"ZFHX3"
"CACNA1D.6"	1.97403491971011e-59	-1.64510493939802	0.167	0.562	4.68655630288378e-55	"Pericytes"	"CACNA1D"
"KRT19.7"	2.7185411728014e-58	-1.53218969778473	0.21	0.597	6.45408859834781e-54	"Pericytes"	"KRT19"
"MAST4.7"	3.0270460620208e-58	-1.55850763384565	0.506	0.743	7.18651005584359e-54	"Pericytes"	"MAST4"
"ARHGAP10.3"	4.04755176258863e-58	1.44298487766651	0.836	0.231	9.60929263956166e-54	"Pericytes"	"ARHGAP10"
"UTRN.3"	1.86047821286361e-57	1.2763290397562	0.969	0.704	4.4169613251595e-53	"Pericytes"	"UTRN"
"LINC00504.6"	2.38403960615667e-57	-1.68761598410598	0.077	0.559	5.65994842897656e-53	"Pericytes"	"LINC00504"
"MALAT1.6"	2.47785488825062e-57	-1.41476168186387	0.997	0.987	5.8826752901958e-53	"Pericytes"	"MALAT1"
"COL5A3"	3.66030538489627e-56	1.16243330405079	0.519	0.055	8.68993101428224e-52	"Pericytes"	"COL5A3"
"FAM49B.4"	4.46927884816051e-56	-1.21283670601572	0.265	0.671	1.06105149134179e-51	"Pericytes"	"FAM49B"
"GRHL2.6"	7.48377770960834e-56	-1.42858903470146	0.083	0.57	1.77672366603811e-51	"Pericytes"	"GRHL2"
"WWP1.6"	9.31453284633607e-56	-1.30957252917995	0.398	0.715	2.21136324304865e-51	"Pericytes"	"WWP1"
"GSE1.5"	1.13987888388221e-55	-1.34433618524165	0.401	0.728	2.70618645822474e-51	"Pericytes"	"GSE1"
"GALNT7.6"	1.42895296023192e-55	-1.40139438997795	0.256	0.637	3.3924772228866e-51	"Pericytes"	"GALNT7"
"MAP1B"	1.7825277196844e-55	1.32657263440623	0.667	0.122	4.23189905930274e-51	"Pericytes"	"MAP1B"
"DNAJC1.7"	1.87707981854324e-55	-1.59998635784447	0.451	0.725	4.4563751972035e-51	"Pericytes"	"DNAJC1"
"CACNA1C.3"	1.90571595719854e-54	1.78833742616604	0.957	0.487	4.52436025398506e-50	"Pericytes"	"CACNA1C"
"LIMCH1.5"	2.00265001586297e-54	-1.58319075432352	0.185	0.598	4.75449140266028e-50	"Pericytes"	"LIMCH1"
"SAMD12.6"	1.12751431781479e-53	-1.37107467379902	0.09	0.567	2.6768317419241e-49	"Pericytes"	"SAMD12"
"MIR4435-2HG.3"	5.4393115247843e-53	1.41451270565992	0.852	0.569	1.29134694909904e-48	"Pericytes"	"MIR4435-2HG"
"LRBA.5"	7.11450211767506e-53	-1.22506363385465	0.651	0.854	1.68905394775724e-48	"Pericytes"	"LRBA"
"CA12.6"	2.17364677509685e-52	-1.46797596374267	0.086	0.537	5.16045480875742e-48	"Pericytes"	"CA12"
"SHROOM3.7"	3.99621348538636e-52	-1.38061392980736	0.151	0.586	9.48741043565576e-48	"Pericytes"	"SHROOM3"
"ANKS1B.6"	9.49110240567831e-52	-1.61941281610786	0.392	0.7	2.25328262213209e-47	"Pericytes"	"ANKS1B"
"RBPMS.5"	1.23277079752559e-51	1.38272142070733	0.923	0.585	2.92672115040551e-47	"Pericytes"	"RBPMS"
"CASZ1.6"	2.18501506727558e-50	-1.31177210724925	0.111	0.553	5.18744427121896e-46	"Pericytes"	"CASZ1"
"CRIM1.3"	4.22980968653004e-50	1.32765276240144	0.664	0.467	1.0041991176791e-45	"Pericytes"	"CRIM1"
"ALCAM.5"	1.04518398947054e-49	-1.51983915166	0.256	0.619	2.48137130940202e-45	"Pericytes"	"ALCAM"
"FGF13.5"	1.02647605536545e-48	-1.51186563035737	0.16	0.504	2.43695680304312e-44	"Pericytes"	"FGF13"
"AZGP1.6"	2.71809539585134e-48	-1.34883040258896	0.191	0.573	6.45303027929066e-44	"Pericytes"	"AZGP1"
"EBF1.3"	5.2989901777181e-48	2.89167866795354	0.985	0.173	1.25803325809205e-43	"Pericytes"	"EBF1"
"GRIP1.5"	5.71129422677385e-48	-1.45861026016464	0.151	0.519	1.35591836237838e-43	"Pericytes"	"GRIP1"
"CYTH3.1"	1.45025949239288e-47	1.16446109717816	0.713	0.22	3.44306106088994e-43	"Pericytes"	"CYTH3"
"KDM4B.6"	2.25810133067536e-47	-1.23367973231956	0.407	0.695	5.36095836915638e-43	"Pericytes"	"KDM4B"
"KAZN.7"	3.41704744236991e-47	-1.72800147830461	0.444	0.706	8.1124123329304e-43	"Pericytes"	"KAZN"
"SIPA1L3.6"	5.42284003660604e-47	-1.1191418226135	0.444	0.768	1.28743645309064e-42	"Pericytes"	"SIPA1L3"
"DENND1B.7"	6.62925699440323e-47	-1.3980156842159	0.367	0.612	1.57385190304127e-42	"Pericytes"	"DENND1B"
"SOBP"	7.04290144357862e-47	0.924768322287328	0.525	0.075	1.67205523172e-42	"Pericytes"	"SOBP"
"PDE1C"	9.1374244841812e-47	1.51394622788745	0.519	0.04	2.16931594678946e-42	"Pericytes"	"PDE1C"
"TAGLN"	1.45497566477287e-46	1.11299336865207	0.506	0.188	3.45425772573728e-42	"Pericytes"	"TAGLN"
"CAV1.1"	3.25224147918552e-46	0.970139955352758	0.519	0.06	7.72114649573433e-42	"Pericytes"	"CAV1"
"CHSY3.2"	4.11832827493104e-46	1.9198681384054	0.75	0.176	9.77732315751378e-42	"Pericytes"	"CHSY3"
"PBX1.5"	5.604061899802e-46	-1.46169746141768	0.778	0.857	1.33046033563199e-41	"Pericytes"	"PBX1"
"PALM2-AKAP2.1"	1.2433392830664e-45	1.01871774937625	0.522	0.044	2.95181179192794e-41	"Pericytes"	"PALM2-AKAP2"
"TACC1.4"	1.26246469947485e-45	1.36441204034523	0.802	0.247	2.99721744302324e-41	"Pericytes"	"TACC1"
"MSRB3.3"	1.47941454675356e-45	1.47044983752268	0.741	0.163	3.51227807544763e-41	"Pericytes"	"MSRB3"
"PLEKHA2.1"	1.63144904155838e-45	0.80399593511463	0.593	0.186	3.87322316956376e-41	"Pericytes"	"PLEKHA2"
"PTPRG.5"	1.81929463797795e-45	1.69736478074062	0.954	0.477	4.31918740002345e-41	"Pericytes"	"PTPRG"
"ROCK2.2"	1.16118542574382e-44	0.846914674713438	0.756	0.427	2.7567703192584e-40	"Pericytes"	"ROCK2"
"A2M.1"	1.30132338665632e-44	1.04257234742694	0.549	0.101	3.08947185226076e-40	"Pericytes"	"A2M"
"ST5.1"	1.75828895097065e-44	1.20380028644795	0.806	0.356	4.17435379849942e-40	"Pericytes"	"ST5"
"SPARCL1.1"	2.07322392086368e-44	1.43438224141165	0.694	0.159	4.92204091052246e-40	"Pericytes"	"SPARCL1"
"CELSR1.6"	2.31669208974758e-44	-1.25665115483086	0.052	0.531	5.50005869026973e-40	"Pericytes"	"CELSR1"
"ADAMTS9-AS2.1"	2.79986208708991e-44	1.72400827664436	0.676	0.106	6.64715258096016e-40	"Pericytes"	"ADAMTS9-AS2"
"MYL9"	2.96633782145896e-44	0.994229348457019	0.534	0.133	7.04238262192572e-40	"Pericytes"	"MYL9"
"NFASC"	3.01397178319807e-44	0.827167028354127	0.512	0.119	7.15547041049053e-40	"Pericytes"	"NFASC"
"CALD1.2"	6.28160228316417e-44	2.30379567690422	0.988	0.319	1.49131519804601e-39	"Pericytes"	"CALD1"
"KIAA1217.4"	1.7491137207688e-43	-1.29070490619221	0.574	0.803	4.1525708844772e-39	"Pericytes"	"KIAA1217"
"STRBP.5"	1.95723545108845e-43	-1.08432568702109	0.151	0.575	4.64667268442909e-39	"Pericytes"	"STRBP"
"EVL.7"	3.6914358185942e-43	-1.3380278497501	0.577	0.75	8.7638377769245e-39	"Pericytes"	"EVL"
"ICA1.5"	7.4806091330764e-43	-1.11973021592349	0.09	0.516	1.77597141428367e-38	"Pericytes"	"ICA1"
"SEMA5A.1"	8.24064513615259e-43	1.60687298348372	0.784	0.198	1.95641156177399e-38	"Pericytes"	"SEMA5A"
"FAT1"	1.03945339360958e-42	1.06960489998635	0.66	0.136	2.46776630176851e-38	"Pericytes"	"FAT1"
"RBMS3.3"	1.79117646803446e-42	1.42370658325934	0.744	0.146	4.25243205276061e-38	"Pericytes"	"RBMS3"
"RFTN1.2"	3.77877501825638e-42	1.0112657249935	0.556	0.156	8.97118977084248e-38	"Pericytes"	"RFTN1"
"MAP7.6"	5.72421990255119e-42	-1.05961385765797	0.12	0.504	1.35898704706468e-37	"Pericytes"	"MAP7"
"RASAL2.5"	7.38651959080984e-42	1.21147766409846	0.917	0.573	1.75363361605416e-37	"Pericytes"	"RASAL2"
"PTPRF.6"	7.4245055791026e-42	-1.00647140858236	0.145	0.515	1.76265186953475e-37	"Pericytes"	"PTPRF"
"AR.5"	9.91734285206061e-42	-1.11073589760036	0.164	0.528	2.35447636650771e-37	"Pericytes"	"AR"
"TANC2.1"	3.10949051052637e-41	-1.05428324616587	0.284	0.693	7.38224142104065e-37	"Pericytes"	"TANC2"
"ZEB2.3"	1.99175457485195e-40	2.03792789770861	0.92	0.209	4.72862453615601e-36	"Pericytes"	"ZEB2"
"EPAS1.1"	3.45737382740075e-40	1.18295103424264	0.66	0.174	8.20815120363211e-36	"Pericytes"	"EPAS1"
"MOB3B"	4.21108201164566e-40	1.06312347826643	0.596	0.138	9.99752980384796e-36	"Pericytes"	"MOB3B"
"PVT1.6"	4.31387284291644e-40	-1.15562330519111	0.435	0.723	1.02415655163679e-35	"Pericytes"	"PVT1"
"MARK1.1"	8.61036832839303e-40	0.826427810511329	0.512	0.136	2.04418754484379e-35	"Pericytes"	"MARK1"
"PLEKHA7.5"	8.72926020948075e-40	-1.00520910010323	0.244	0.601	2.07241366633282e-35	"Pericytes"	"PLEKHA7"
"MSC-AS1.1"	4.14146192246687e-39	1.30847604101574	0.657	0.135	9.8322447501286e-35	"Pericytes"	"MSC-AS1"
"PTEN.1"	5.92716225068861e-39	0.895100158665579	0.883	0.631	1.40716758993598e-34	"Pericytes"	"PTEN"
"ASAP1.6"	4.59926532640187e-38	1.0539937450284	0.904	0.701	1.09191158114107e-33	"Pericytes"	"ASAP1"
"TNS1.2"	4.913467254087e-38	1.38753492800446	0.849	0.265	1.16650626079279e-33	"Pericytes"	"TNS1"
"MAGI3.6"	1.33843663559139e-37	-1.14530396754736	0.531	0.705	3.17758241655753e-33	"Pericytes"	"MAGI3"
"NBEAL1.2"	2.1439487599456e-37	0.904770797661145	0.87	0.612	5.08994875098684e-33	"Pericytes"	"NBEAL1"
"NEAT1.4"	8.15651346087529e-37	-1.17044784221024	0.969	0.957	1.9364378607464e-32	"Pericytes"	"NEAT1"
"COBLL1.1"	8.79633609997289e-37	1.05006713121972	0.781	0.378	2.08833815349456e-32	"Pericytes"	"COBLL1"
"ADGRL2"	1.58325101324666e-36	0.957014052576401	0.574	0.104	3.75879623054891e-32	"Pericytes"	"ADGRL2"
"HOOK2.6"	2.16706349418035e-36	-0.87261986174013	0.151	0.507	5.14482544153358e-32	"Pericytes"	"HOOK2"
"RYR2"	3.09619772326907e-36	1.97864909230911	0.679	0.076	7.35068301481311e-32	"Pericytes"	"RYR2"
"DIAPH2.4"	5.44596266331346e-36	0.99267701726914	0.827	0.41	1.29292599589725e-31	"Pericytes"	"DIAPH2"
"ANK3.5"	5.78291218442168e-36	-1.23479933839855	0.287	0.572	1.37292118170355e-31	"Pericytes"	"ANK3"
"PKD2.1"	7.04101442577779e-36	0.826613148325877	0.636	0.237	1.6716072348239e-31	"Pericytes"	"PKD2"
"SEPTIN7"	1.05371398250996e-35	0.723810650568006	0.679	0.417	2.50162236587688e-31	"Pericytes"	"SEPTIN7"
"CPE"	5.05611071001154e-35	0.895724408765495	0.506	0.136	1.20037124366384e-30	"Pericytes"	"CPE"
"TRAF3IP2-AS1.1"	7.6587893479231e-35	0.842283992537826	0.63	0.275	1.81827317909042e-30	"Pericytes"	"TRAF3IP2-AS1"
"TBC1D1"	1.67458215801148e-34	0.946949726187344	0.682	0.327	3.97562550133505e-30	"Pericytes"	"TBC1D1"
"ASTN2.6"	2.08150303338841e-34	-0.982299185596086	0.182	0.501	4.94169635156743e-30	"Pericytes"	"ASTN2"
"RABGAP1.1"	6.55138180827903e-34	0.736622595994833	0.812	0.581	1.55536355510352e-29	"Pericytes"	"RABGAP1"
"ZMYND8.5"	1.87140421242241e-33	-0.924889422667636	0.373	0.658	4.44290074071205e-29	"Pericytes"	"ZMYND8"
"SEMA3C.4"	2.24158568592542e-33	-1.22557162454697	0.191	0.551	5.32174857695555e-29	"Pericytes"	"SEMA3C"
"GALNT10.2"	3.56407452239359e-33	-0.877175917194731	0.216	0.54	8.46146932361462e-29	"Pericytes"	"GALNT10"
"ASAP2.1"	4.53265519325239e-33	0.76249951092771	0.682	0.325	1.07609766943005e-28	"Pericytes"	"ASAP2"
"RABEP1.6"	1.18049335320258e-32	-0.970913103029453	0.46	0.697	2.80260926983826e-28	"Pericytes"	"RABEP1"
"GTF2IRD1.5"	1.27930939066531e-32	-0.881836009439607	0.188	0.5	3.03720842437851e-28	"Pericytes"	"GTF2IRD1"
"SYNE1.4"	5.57161126241623e-32	1.0375870400234	0.738	0.283	1.32275622981024e-27	"Pericytes"	"SYNE1"
"FUT8.4"	8.85504308326946e-32	-0.915635277324871	0.426	0.676	2.102275778399e-27	"Pericytes"	"FUT8"
"SLCO3A1"	9.34423988533129e-32	1.46127323044412	0.87	0.336	2.2184159911765e-27	"Pericytes"	"SLCO3A1"
"C1orf21.6"	1.44340649237005e-31	-1.06461999514191	0.472	0.674	3.42679135353574e-27	"Pericytes"	"C1orf21"
