"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"DGKD.1"	1.27919099716841e-103	-0.706284330258612	0.235	0.526	3.03692734637752e-99	"Mesenchymal_cells"	"DGKD"
"C1QTNF3-AMACR.1"	2.40391073382728e-103	-0.876525346399417	0.364	0.637	5.70712447317935e-99	"Mesenchymal_cells"	"C1QTNF3-AMACR"
"MIR4435-2HG.1"	5.82735253564696e-103	0.965219324162338	0.717	0.538	1.38347176548795e-98	"Mesenchymal_cells"	"MIR4435-2HG"
"RNF213.1"	6.8499094140855e-103	-0.931258385132192	0.606	0.717	1.62623699399804e-98	"Mesenchymal_cells"	"RNF213"
"PRICKLE2"	1.89580002302613e-102	0.951399865910714	0.68	0.385	4.50081883466634e-98	"Mesenchymal_cells"	"PRICKLE2"
"TMEM241.1"	2.79521548935007e-102	-0.740969470673458	0.318	0.586	6.63612109326601e-98	"Mesenchymal_cells"	"TMEM241"
"SPTBN1"	1.30456425472588e-101	0.890477968289825	0.584	0.39	3.0971659971447e-97	"Mesenchymal_cells"	"SPTBN1"
"SH3RF1.1"	2.66717041549142e-101	-0.950810716451879	0.429	0.676	6.33212928341818e-97	"Mesenchymal_cells"	"SH3RF1"
"CLSTN2.1"	5.22977658003649e-101	-1.36298042790821	0.233	0.5	1.24160125786646e-96	"Mesenchymal_cells"	"CLSTN2"
"LRCH1.1"	7.4441603437636e-101	0.771251504282472	0.606	0.32	1.76731810721292e-96	"Mesenchymal_cells"	"LRCH1"
"CLMN.1"	6.38355496766627e-99	-0.793975591886004	0.171	0.529	1.51551978487365e-94	"Mesenchymal_cells"	"CLMN"
"AOPEP"	2.89887316824752e-98	0.84374491073053	0.78	0.59	6.88221478873645e-94	"Mesenchymal_cells"	"AOPEP"
"MYO5C.1"	3.13462621016173e-97	-0.784598007772968	0.16	0.553	7.44191608554496e-93	"Mesenchymal_cells"	"MYO5C"
"SH3BGRL.1"	6.91016413867917e-97	-0.827110935634201	0.406	0.586	1.64054206816382e-92	"Mesenchymal_cells"	"SH3BGRL"
"PTPRF.1"	6.32494646347876e-96	-0.792762785564511	0.239	0.574	1.50160553989449e-91	"Mesenchymal_cells"	"PTPRF"
"CTIF"	2.11393365768544e-95	0.676873989051882	0.547	0.294	5.01868989671101e-91	"Mesenchymal_cells"	"CTIF"
"RSU1.1"	5.70809158362779e-95	0.692126791753377	0.569	0.261	1.35515802286907e-90	"Mesenchymal_cells"	"RSU1"
"ABCD3.1"	6.18704557525997e-95	-0.613065159434502	0.266	0.509	1.46886649002247e-90	"Mesenchymal_cells"	"ABCD3"
"KIF16B.1"	1.37257643078776e-93	-0.750697504067537	0.351	0.6	3.25863370433322e-89	"Mesenchymal_cells"	"KIF16B"
"NFIA.1"	3.20553525928689e-93	-0.933616226174202	0.679	0.857	7.61026125907301e-89	"Mesenchymal_cells"	"NFIA"
"MDFIC.1"	3.79525092210285e-91	0.799558030936206	0.535	0.181	9.01030521416438e-87	"Mesenchymal_cells"	"MDFIC"
"KIFAP3"	5.06947518644712e-90	0.64252208232128	0.501	0.239	1.20354410401441e-85	"Mesenchymal_cells"	"KIFAP3"
"DAP3.1"	7.26183357709052e-89	-0.626384088308599	0.356	0.581	1.72403190953706e-84	"Mesenchymal_cells"	"DAP3"
"DIAPH2.1"	7.70087222775507e-89	0.891308845413558	0.693	0.349	1.82826407559133e-84	"Mesenchymal_cells"	"DIAPH2"
"ZNF586.1"	3.93223474142844e-88	-0.652148296546723	0.339	0.589	9.33551849962525e-84	"Mesenchymal_cells"	"ZNF586"
"ITPR2.1"	5.60089519138763e-87	-0.896798083963684	0.58	0.771	1.32970852738734e-82	"Mesenchymal_cells"	"ITPR2"
"CLIC4"	3.15753462040805e-86	0.747021326265057	0.528	0.287	7.49630294231076e-82	"Mesenchymal_cells"	"CLIC4"
"WSB1.1"	3.18985377941307e-86	0.649265955785862	0.797	0.56	7.57303185770456e-82	"Mesenchymal_cells"	"WSB1"
"NAALADL2.1"	9.6119923656179e-86	-1.00287239442548	0.766	0.797	2.28198310752135e-81	"Mesenchymal_cells"	"NAALADL2"
"ACTN1"	1.02640419749166e-85	0.737008085048945	0.673	0.433	2.43678620526495e-81	"Mesenchymal_cells"	"ACTN1"
"ARHGAP10.1"	1.63193294123977e-85	0.800975581372044	0.514	0.173	3.87437199579734e-81	"Mesenchymal_cells"	"ARHGAP10"
"IGF1R.1"	3.57727959265368e-85	-0.802524441588431	0.716	0.793	8.4928194809191e-81	"Mesenchymal_cells"	"IGF1R"
"CACNA2D1"	9.99526718148204e-85	0.842263160067995	0.577	0.202	2.37297638155565e-80	"Mesenchymal_cells"	"CACNA2D1"
"ASTN2.1"	3.0339590820603e-84	-0.866377934717688	0.288	0.547	7.20292225671936e-80	"Mesenchymal_cells"	"ASTN2"
"KCNQ1OT1"	4.4604902283037e-84	0.795065585049487	0.608	0.374	1.05896498510158e-79	"Mesenchymal_cells"	"KCNQ1OT1"
"RCOR3.1"	3.39451814834685e-82	-0.619569058818731	0.396	0.596	8.05892553599026e-78	"Mesenchymal_cells"	"RCOR3"
"TTC39C.1"	4.9111097946581e-82	-0.684865503151847	0.262	0.524	1.16594657634978e-77	"Mesenchymal_cells"	"TTC39C"
"CD46.1"	1.13836978343934e-81	-0.620453400951621	0.383	0.611	2.70260370286333e-77	"Mesenchymal_cells"	"CD46"
"SPOPL.1"	4.62120491510244e-81	-0.627372570253487	0.274	0.514	1.09712025889447e-76	"Mesenchymal_cells"	"SPOPL"
"ARHGAP24.1"	1.2733259046011e-79	0.951769640968229	0.562	0.186	3.02300303011348e-75	"Mesenchymal_cells"	"ARHGAP24"
"LIMA1"	1.67965807714007e-79	0.735361465956566	0.705	0.457	3.98767624093824e-75	"Mesenchymal_cells"	"LIMA1"
"ASAP1.1"	3.95367794239989e-79	0.771146539446096	0.875	0.664	9.38642680305158e-75	"Mesenchymal_cells"	"ASAP1"
"TBC1D8.1"	4.54362799372774e-79	-0.817587907014036	0.239	0.52	1.0787027219909e-74	"Mesenchymal_cells"	"TBC1D8"
"ZKSCAN1.1"	8.85927270107412e-79	-0.609119258744725	0.441	0.62	2.10327993196201e-74	"Mesenchymal_cells"	"ZKSCAN1"
"MARK2"	9.07881406228969e-79	-0.537800646992269	0.286	0.525	2.1554012465282e-74	"Mesenchymal_cells"	"MARK2"
"LIMS1.1"	1.08414701139145e-78	0.744750320743835	0.687	0.452	2.57387341974445e-74	"Mesenchymal_cells"	"LIMS1"
"SNED1"	1.46998679372496e-78	0.889111449102545	0.637	0.398	3.48989564698242e-74	"Mesenchymal_cells"	"SNED1"
"NAV1.1"	1.21026248199598e-77	0.797236880254917	0.629	0.367	2.87328415850666e-73	"Mesenchymal_cells"	"NAV1"
"SEC24D"	1.63120248934958e-76	0.620580231091702	0.613	0.398	3.87263782996485e-72	"Mesenchymal_cells"	"SEC24D"
"ELOVL5.1"	6.46942923632041e-76	-0.796225469800013	0.345	0.545	1.53590719499483e-71	"Mesenchymal_cells"	"ELOVL5"
"LIMCH1.1"	2.30320975741661e-75	-0.898408064312531	0.434	0.631	5.46805028508277e-71	"Mesenchymal_cells"	"LIMCH1"
"SLC22A23.1"	1.05941899002342e-74	-0.754501292953794	0.248	0.511	2.51516662421459e-70	"Mesenchymal_cells"	"SLC22A23"
"KCNMA1.1"	3.54913829482804e-74	-1.29105670239526	0.287	0.664	8.42600922575124e-70	"Mesenchymal_cells"	"KCNMA1"
"TCF7L2"	1.18887792154741e-73	0.796384509650826	0.778	0.506	2.8225150735457e-69	"Mesenchymal_cells"	"TCF7L2"
"DST"	1.41858605702762e-73	0.677365173381149	0.791	0.538	3.36786515798926e-69	"Mesenchymal_cells"	"DST"
"MYO1D.1"	4.98242917237778e-73	0.729853147659001	0.772	0.58	1.18287850981421e-68	"Mesenchymal_cells"	"MYO1D"
"PARD3B"	1.04862016117625e-72	0.854144790346562	0.823	0.605	2.48952912464855e-68	"Mesenchymal_cells"	"PARD3B"
"GTF2IRD1.1"	2.04517204818063e-72	-0.679002837629139	0.319	0.538	4.85544295958563e-68	"Mesenchymal_cells"	"GTF2IRD1"
"MICAL2"	3.85453676922854e-72	0.831107418243771	0.521	0.405	9.15105574382547e-68	"Mesenchymal_cells"	"MICAL2"
"AGAP1.1"	4.77948021876552e-72	-0.837103368868721	0.778	0.838	1.13469639873712e-67	"Mesenchymal_cells"	"AGAP1"
"VCL"	1.27315707351814e-71	0.721709817887049	0.659	0.395	3.02260220823941e-67	"Mesenchymal_cells"	"VCL"
"SLC39A11.1"	1.72610256169532e-70	-0.73202413791739	0.547	0.698	4.09794009172087e-66	"Mesenchymal_cells"	"SLC39A11"
"MBNL1.1"	4.9046360408821e-70	0.764962609130031	0.9	0.735	1.16440964246582e-65	"Mesenchymal_cells"	"MBNL1"
"PAM.1"	4.92678697215323e-70	0.72929296298294	0.715	0.355	1.1696684950589e-65	"Mesenchymal_cells"	"PAM"
"PRKN.1"	3.34539693719596e-69	0.757972751290977	0.644	0.364	7.94230686859692e-65	"Mesenchymal_cells"	"PRKN"
"NSD2.1"	3.98418748347416e-69	-0.593063220338139	0.287	0.533	9.45885950451601e-65	"Mesenchymal_cells"	"NSD2"
"SORBS2.1"	4.98771008028777e-69	-0.95455120004266	0.236	0.513	1.18413225016112e-64	"Mesenchymal_cells"	"SORBS2"
"MT-CO3.1"	1.72676339334681e-68	-1.22529226124786	0.629	0.743	4.09950897214465e-64	"Mesenchymal_cells"	"MT-CO3"
"RERE.1"	5.62016117910221e-68	-0.624368932360112	0.826	0.906	1.33428246553065e-63	"Mesenchymal_cells"	"RERE"
"FER"	1.06322548763927e-67	0.628532279102326	0.682	0.404	2.5242036302044e-63	"Mesenchymal_cells"	"FER"
"ERGIC1.1"	5.53494832557823e-67	-0.570147447855807	0.408	0.571	1.31405208197553e-62	"Mesenchymal_cells"	"ERGIC1"
"PDLIM5"	5.67014055690351e-67	0.67760031837207	0.743	0.634	1.34614806961446e-62	"Mesenchymal_cells"	"PDLIM5"
"SAMD4A.1"	2.76067876495012e-66	0.979518687638077	0.584	0.277	6.55412745586807e-62	"Mesenchymal_cells"	"SAMD4A"
"EHMT1.1"	3.43074317865939e-66	-0.584972183829515	0.654	0.753	8.14492738045526e-62	"Mesenchymal_cells"	"EHMT1"
"SRRM2.1"	1.5657150645123e-65	-0.555711444183912	0.539	0.687	3.71716413465865e-61	"Mesenchymal_cells"	"SRRM2"
"AKAP13.1"	1.64745561054782e-65	0.630815469811679	0.865	0.723	3.91122436500157e-61	"Mesenchymal_cells"	"AKAP13"
"ITGAV.1"	1.74330231013228e-65	0.631456567609903	0.62	0.402	4.13877401448504e-61	"Mesenchymal_cells"	"ITGAV"
"ACACA.1"	1.9675068290611e-65	-0.696336917998132	0.54	0.701	4.67105796287397e-61	"Mesenchymal_cells"	"ACACA"
"FHIT.1"	2.09351954792018e-64	-0.80609295432741	0.538	0.727	4.97022475871731e-60	"Mesenchymal_cells"	"FHIT"
"PARVA"	8.75051075829105e-64	0.515802894243854	0.641	0.415	2.07745875912588e-59	"Mesenchymal_cells"	"PARVA"
"ARFGEF2.1"	9.51554968257209e-64	-0.562920788610281	0.449	0.627	2.25908665013944e-59	"Mesenchymal_cells"	"ARFGEF2"
"KIF13B.1"	9.80037274711113e-64	-0.592339970041294	0.312	0.532	2.32670649389165e-59	"Mesenchymal_cells"	"KIF13B"
"NVL.1"	1.15845086942486e-63	-0.558532853060056	0.323	0.505	2.75027820910155e-59	"Mesenchymal_cells"	"NVL"
"MRTFA"	4.33621867474082e-63	0.587114768471081	0.74	0.569	1.02946167557022e-58	"Mesenchymal_cells"	"MRTFA"
"KLF12.1"	1.13914581723463e-62	0.688254823017094	0.556	0.301	2.70444608469673e-58	"Mesenchymal_cells"	"KLF12"
"ITSN1.1"	4.04256266041114e-62	0.695339646895559	0.609	0.39	9.59744801208209e-58	"Mesenchymal_cells"	"ITSN1"
"FTH1.1"	9.07333306650517e-62	-0.745252731992678	0.426	0.586	2.15410000331899e-57	"Mesenchymal_cells"	"FTH1"
"TPCN1"	1.01819017077414e-61	-0.506620250492497	0.322	0.531	2.41728528443489e-57	"Mesenchymal_cells"	"TPCN1"
"SMIM14.1"	2.23471822576209e-60	-0.580660554559196	0.371	0.572	5.30544453978177e-56	"Mesenchymal_cells"	"SMIM14"
"PLXDC2.1"	5.21701893531387e-60	0.992349746448298	0.87	0.477	1.23857246543286e-55	"Mesenchymal_cells"	"PLXDC2"
"KAT6B.1"	5.57152787389232e-60	-0.577356044784987	0.554	0.705	1.32273643254077e-55	"Mesenchymal_cells"	"KAT6B"
"MED13L.1"	6.38579405706359e-60	-0.613565108333895	0.899	0.906	1.51605136708747e-55	"Mesenchymal_cells"	"MED13L"
"KIAA0556.1"	4.7572428132376e-59	-0.541974147778485	0.288	0.503	1.12941701629074e-54	"Mesenchymal_cells"	"KIAA0556"
"MCU"	4.90058125370372e-59	0.544475874755058	0.541	0.351	1.1634469954418e-54	"Mesenchymal_cells"	"MCU"
"CTBP2.1"	5.96089085781309e-59	-0.630977387035397	0.578	0.739	1.4151750985534e-54	"Mesenchymal_cells"	"CTBP2"
"MYH9"	5.60665011161072e-57	0.589116469674756	0.719	0.585	1.3310748029975e-52	"Mesenchymal_cells"	"MYH9"
"MAN1A1.1"	6.13250227188459e-57	0.709623205649027	0.556	0.233	1.45591736436812e-52	"Mesenchymal_cells"	"MAN1A1"
"CELF2.1"	6.86365781033677e-57	0.972175755576841	0.519	0.169	1.62950100075205e-52	"Mesenchymal_cells"	"CELF2"
"ZBTB20"	9.25320262346986e-57	0.592800556317553	0.965	0.887	2.19680283483798e-52	"Mesenchymal_cells"	"ZBTB20"
"RBFOX2"	1.61845000076312e-56	0.53348605285927	0.824	0.63	3.84236214681172e-52	"Mesenchymal_cells"	"RBFOX2"
"CSNK1A1.1"	5.53614121654741e-56	-0.601702078728836	0.708	0.81	1.31433528622052e-51	"Mesenchymal_cells"	"CSNK1A1"
"MITF.1"	2.27613646906018e-55	0.775200910159108	0.511	0.197	5.40377559119578e-51	"Mesenchymal_cells"	"MITF"
"ARL15.1"	3.39694058130544e-55	0.877221973388334	0.749	0.615	8.06467663407725e-51	"Mesenchymal_cells"	"ARL15"
"CDK14"	5.74068863376309e-55	0.719524173444352	0.682	0.473	1.3628968885417e-50	"Mesenchymal_cells"	"CDK14"
"SH3PXD2A"	1.40756491422357e-54	0.541466979160992	0.571	0.365	3.34169986285818e-50	"Mesenchymal_cells"	"SH3PXD2A"
"ASH1L.1"	4.55594981040133e-54	-0.528513067464821	0.808	0.874	1.08162804448738e-49	"Mesenchymal_cells"	"ASH1L"
"PTPN14"	4.99717274385634e-54	0.560272227875022	0.571	0.314	1.18637878111893e-49	"Mesenchymal_cells"	"PTPN14"
"JARID2"	3.77619087480548e-53	-0.568780777844844	0.395	0.637	8.96505475587569e-49	"Mesenchymal_cells"	"JARID2"
"MAML2.1"	5.10328532446014e-53	0.885621268341103	0.832	0.362	1.21157096888008e-48	"Mesenchymal_cells"	"MAML2"
"GPATCH2.1"	1.06510404454177e-52	-0.62325283363388	0.492	0.634	2.52866351214662e-48	"Mesenchymal_cells"	"GPATCH2"
"MT-CO1.1"	1.26300992485397e-52	-0.998778648329759	0.529	0.637	2.99851186259581e-48	"Mesenchymal_cells"	"MT-CO1"
"VWA8.1"	3.73067231391626e-52	-0.597883502652424	0.489	0.663	8.85698914046859e-48	"Mesenchymal_cells"	"VWA8"
"UTRN.1"	4.16428619926549e-52	0.657612178755028	0.838	0.676	9.88643186567619e-48	"Mesenchymal_cells"	"UTRN"
"CBLB.1"	3.63536991353916e-51	0.555987025291068	0.69	0.53	8.63073171173333e-47	"Mesenchymal_cells"	"CBLB"
"MT-CO2.1"	2.58755259512162e-50	-1.05656650375997	0.533	0.636	6.14310861607823e-46	"Mesenchymal_cells"	"MT-CO2"
"DIP2C"	2.84442950060338e-50	0.553006696047058	0.789	0.584	6.75296007738249e-46	"Mesenchymal_cells"	"DIP2C"
"SRGAP2.1"	3.43185364096241e-50	0.50959888484718	0.526	0.241	8.14756372900886e-46	"Mesenchymal_cells"	"SRGAP2"
"TRERF1.1"	4.56491781439628e-50	-0.661795379874725	0.305	0.543	1.08375713831582e-45	"Mesenchymal_cells"	"TRERF1"
"NSD3.1"	5.69324818249463e-50	-0.55812115697346	0.546	0.64	1.35163405100605e-45	"Mesenchymal_cells"	"NSD3"
"NSMCE2.1"	6.46194966309522e-50	-0.542740414619666	0.707	0.795	1.53413146951544e-45	"Mesenchymal_cells"	"NSMCE2"
"CSAD.1"	5.04537506571992e-49	-0.526368004476323	0.36	0.546	1.19782249435257e-44	"Mesenchymal_cells"	"CSAD"
"TULP4.1"	5.54318601670618e-49	-0.577750172293258	0.54	0.702	1.31600779222621e-44	"Mesenchymal_cells"	"TULP4"
"MGP.1"	1.75042497403169e-48	-0.790081225674421	0.486	0.524	4.15568393084863e-44	"Mesenchymal_cells"	"MGP"
"TNRC18.1"	6.86531935891967e-48	-0.54065417321642	0.581	0.703	1.62989546900112e-43	"Mesenchymal_cells"	"TNRC18"
"DYNC2H1"	1.03898105259719e-47	0.501212615327384	0.542	0.354	2.466644916971e-43	"Mesenchymal_cells"	"DYNC2H1"
"TSC22D1"	2.55948790251482e-47	0.532649225317536	0.548	0.362	6.07648022936043e-43	"Mesenchymal_cells"	"TSC22D1"
"ST6GAL1"	1.07388617390557e-46	-0.747480529111559	0.227	0.512	2.54951316546922e-42	"Mesenchymal_cells"	"ST6GAL1"
"WWOX.1"	1.90864406124508e-46	-0.905967939490138	0.81	0.813	4.53131186580195e-42	"Mesenchymal_cells"	"WWOX"
"NR3C1.1"	3.34798883680328e-46	0.508310341857291	0.568	0.324	7.94846029745467e-42	"Mesenchymal_cells"	"NR3C1"
"FLNB.1"	1.02994321624363e-45	-0.598512056054604	0.462	0.68	2.44518818968401e-41	"Mesenchymal_cells"	"FLNB"
"JMJD1C"	1.24953218040526e-45	0.50207827270377	0.936	0.858	2.96651434950012e-41	"Mesenchymal_cells"	"JMJD1C"
"MORF4L2.1"	2.81277292708199e-45	-0.53431544215533	0.39	0.554	6.67780420618535e-41	"Mesenchymal_cells"	"MORF4L2"
"C11orf49.1"	7.7027018136188e-45	-0.512970097782441	0.459	0.611	1.82869843757124e-40	"Mesenchymal_cells"	"C11orf49"
"GLI3.1"	8.57014240377433e-45	-0.704664088346256	0.595	0.672	2.03463750808006e-40	"Mesenchymal_cells"	"GLI3"
"SASH1"	2.54732730194461e-43	0.634971904167332	0.565	0.358	6.04760974754669e-39	"Mesenchymal_cells"	"SASH1"
"KAZN.1"	3.33466311157093e-43	-0.962076487802984	0.537	0.742	7.91682369318054e-39	"Mesenchymal_cells"	"KAZN"
"CENPP.1"	4.01348325307956e-42	-0.701940888562771	0.444	0.526	9.52841059113618e-38	"Mesenchymal_cells"	"CENPP"
"QKI.1"	1.05416999363698e-41	0.567589240201359	0.676	0.377	2.50270498189355e-37	"Mesenchymal_cells"	"QKI"
"HIPK2.1"	4.6659063037584e-40	-0.524262859787068	0.419	0.568	1.10773281557528e-35	"Mesenchymal_cells"	"HIPK2"
"MAP4"	8.83305913334898e-39	0.506149737922766	0.803	0.629	2.09705656884838e-34	"Mesenchymal_cells"	"MAP4"
"GPD2"	4.21152779032761e-37	-0.506543276377001	0.334	0.523	9.99858812701677e-33	"Mesenchymal_cells"	"GPD2"
"ZEB2.1"	2.57429955743997e-36	0.896978741833543	0.591	0.129	6.11164457931824e-32	"Mesenchymal_cells"	"ZEB2"
"SLC4A7"	2.95806005948095e-36	-0.530971535444824	0.412	0.56	7.02273038721372e-32	"Mesenchymal_cells"	"SLC4A7"
"ADK.1"	2.97764012912881e-36	-0.501769075072602	0.653	0.798	7.0692154305647e-32	"Mesenchymal_cells"	"ADK"
"MIRLET7BHG.1"	6.54986027013298e-36	-0.513030311767165	0.585	0.685	1.55500232673227e-31	"Mesenchymal_cells"	"MIRLET7BHG"
"MT-CYB.1"	1.26107277275655e-34	-0.857412014730492	0.401	0.503	2.99391286980132e-30	"Mesenchymal_cells"	"MT-CYB"
"SMYD3.1"	8.29402803434059e-34	-0.556607601520644	0.825	0.813	1.9690851956328e-29	"Mesenchymal_cells"	"SMYD3"
"MAGI2"	5.70575052494729e-33	0.735564570925642	0.687	0.236	1.35460223212773e-28	"Mesenchymal_cells"	"MAGI2"
"MT-ATP6.1"	2.59711169331117e-32	-0.851416739262193	0.435	0.549	6.16580287109004e-28	"Mesenchymal_cells"	"MT-ATP6"
"NFIB"	3.78889380112025e-32	0.662548051829848	0.613	0.28	8.99521277323958e-28	"Mesenchymal_cells"	"NFIB"
"FUT8.1"	2.81252952964415e-31	-0.562705273844415	0.585	0.694	6.67722635632818e-27	"Mesenchymal_cells"	"FUT8"
"STK39.1"	7.37825743501429e-30	-0.504031187365552	0.439	0.536	1.75167209764674e-25	"Mesenchymal_cells"	"STK39"
"GSE1.1"	9.45164736263846e-30	-0.554403721170333	0.642	0.744	2.243915600364e-25	"Mesenchymal_cells"	"GSE1"
"WDPCP"	3.7449415941582e-28	0.552096701094858	0.589	0.518	8.89086583869099e-24	"Mesenchymal_cells"	"WDPCP"
"IMMP2L.1"	4.967456091727e-28	-0.542532571425925	0.781	0.81	1.17932375073691e-23	"Mesenchymal_cells"	"IMMP2L"
"FRMD4A.1"	1.2475525709898e-25	0.561927054648135	0.535	0.38	2.9618145587869e-21	"Mesenchymal_cells"	"FRMD4A"
"RPL41.1"	2.18317582260493e-25	-0.520271289082895	0.405	0.519	5.18307772044635e-21	"Mesenchymal_cells"	"RPL41"
"MRTFB.1"	1.04270680875432e-24	-0.511181914595811	0.521	0.765	2.47549023466364e-20	"Mesenchymal_cells"	"MRTFB"
"RALGAPA2"	6.08473597610233e-24	0.527729304689145	0.459	0.501	1.44457716808645e-19	"Mesenchymal_cells"	"RALGAPA2"
"CD44"	4.25566021620835e-23	-0.613383501471917	0.421	0.525	1.01033629193003e-18	"Mesenchymal_cells"	"CD44"
"FMNL2.1"	7.56886432035466e-23	0.606586079240977	0.613	0.222	1.7969240782954e-18	"Mesenchymal_cells"	"FMNL2"
"MT-ND3.1"	2.43563956275093e-18	-0.597941756505043	0.406	0.515	5.78245188592698e-14	"Mesenchymal_cells"	"MT-ND3"
"SOX5"	2.55168665275745e-18	0.753750515573631	0.614	0.24	6.05795928231146e-14	"Mesenchymal_cells"	"SOX5"
"PRSS23"	3.45585195080277e-15	0.500613942633813	0.559	0.294	8.20453811640087e-11	"Mesenchymal_cells"	"PRSS23"
"DOCK4.1"	2.93297514561722e-13	0.59801170163601	0.583	0.297	6.96317629320984e-09	"Mesenchymal_cells"	"DOCK4"
"DCLK1"	8.02569230276319e-13	0.544544444686283	0.525	0.28	1.90537960959901e-08	"Mesenchymal_cells"	"DCLK1"
"KCND2"	4.80438975857645e-12	0.522283152040548	0.541	0.23	1.14061017258364e-07	"Mesenchymal_cells"	"KCND2"
"SLC8A1"	0	2.54719139874204	0.632	0.098	0	"Hematopoeitic_cells"	"SLC8A1"
"ARHGAP15"	0	2.52851383492531	0.879	0.114	0	"Hematopoeitic_cells"	"ARHGAP15"
"ZEB2.2"	0	2.284653999089	0.719	0.164	0	"Hematopoeitic_cells"	"ZEB2"
"PTPRC"	0	2.14478730648649	0.826	0.052	0	"Hematopoeitic_cells"	"PTPRC"
"DOCK2"	0	2.10319480284037	0.88	0.052	0	"Hematopoeitic_cells"	"DOCK2"
"FYB1"	0	2.09193906115374	0.763	0.043	0	"Hematopoeitic_cells"	"FYB1"
"AOAH"	0	2.03994764917077	0.623	0.045	0	"Hematopoeitic_cells"	"AOAH"
"CHST11.2"	0	1.99516380732981	0.906	0.214	0	"Hematopoeitic_cells"	"CHST11"
"ANKRD44.1"	0	1.95088610747088	0.889	0.347	0	"Hematopoeitic_cells"	"ANKRD44"
"APBB1IP"	0	1.89792597796097	0.801	0.053	0	"Hematopoeitic_cells"	"APBB1IP"
"ELMO1.1"	0	1.84698175482179	0.923	0.206	0	"Hematopoeitic_cells"	"ELMO1"
"CELF2.2"	0	1.79834654382395	0.878	0.168	0	"Hematopoeitic_cells"	"CELF2"
"DOCK8"	0	1.70058586679432	0.907	0.286	0	"Hematopoeitic_cells"	"DOCK8"
"INPP5D"	0	1.61098147659234	0.751	0.057	0	"Hematopoeitic_cells"	"INPP5D"
"TBXAS1"	0	1.55288892880621	0.638	0.126	0	"Hematopoeitic_cells"	"TBXAS1"
"MYO1F"	0	1.54698123455723	0.706	0.091	0	"Hematopoeitic_cells"	"MYO1F"
"FOXN3.2"	0	1.45034120013022	0.926	0.422	0	"Hematopoeitic_cells"	"FOXN3"
"RAPGEF1.1"	0	1.40665764560565	0.826	0.389	0	"Hematopoeitic_cells"	"RAPGEF1"
"RBFOX2.1"	0	-1.32853411529416	0.155	0.719	0	"Hematopoeitic_cells"	"RBFOX2"
"PTK2"	0	-1.40133827535776	0.345	0.844	0	"Hematopoeitic_cells"	"PTK2"
"MYO6.2"	0	-1.56851986995009	0.142	0.713	0	"Hematopoeitic_cells"	"MYO6"
"DNAH14.2"	0	-1.57189526605358	0.157	0.675	0	"Hematopoeitic_cells"	"DNAH14"
"LDLRAD3.2"	0	-1.57285829144346	0.18	0.658	0	"Hematopoeitic_cells"	"LDLRAD3"
"KIAA1324.2"	0	-1.64897867348099	0.135	0.632	0	"Hematopoeitic_cells"	"KIAA1324"
"RBPMS"	0	-1.65742784978361	0.084	0.64	0	"Hematopoeitic_cells"	"RBPMS"
"SYTL2.2"	0	-1.66612282210949	0.141	0.616	0	"Hematopoeitic_cells"	"SYTL2"
"LINC00504.2"	0	-1.68966617286205	0.079	0.603	0	"Hematopoeitic_cells"	"LINC00504"
"ENAH"	0	-1.71069497427523	0.16	0.708	0	"Hematopoeitic_cells"	"ENAH"
"GSE1.2"	0	-1.74024886153197	0.343	0.764	0	"Hematopoeitic_cells"	"GSE1"
"SHROOM3.2"	0	-1.74275955646528	0.062	0.636	0	"Hematopoeitic_cells"	"SHROOM3"
"PTPRK.1"	0	-1.78856532442109	0.171	0.694	0	"Hematopoeitic_cells"	"PTPRK"
"NFIA.2"	0	-1.80541074486701	0.467	0.86	0	"Hematopoeitic_cells"	"NFIA"
"CACNA1D.2"	0	-1.83626528869336	0.116	0.603	0	"Hematopoeitic_cells"	"CACNA1D"
"MAGI3.2"	0	-1.8501472799789	0.237	0.751	0	"Hematopoeitic_cells"	"MAGI3"
"LIMCH1.2"	0	-1.85229413828158	0.105	0.644	0	"Hematopoeitic_cells"	"LIMCH1"
"MLPH.2"	0	-1.86353621549716	0.169	0.678	0	"Hematopoeitic_cells"	"MLPH"
"IGF1R.2"	0	-1.87901066798784	0.305	0.827	0	"Hematopoeitic_cells"	"IGF1R"
"PARD3"	0	-1.91021556978443	0.145	0.792	0	"Hematopoeitic_cells"	"PARD3"
"PRLR.2"	0	-1.94920997291784	0.139	0.647	0	"Hematopoeitic_cells"	"PRLR"
"NTN4.2"	0	-2.01686182855392	0.112	0.595	0	"Hematopoeitic_cells"	"NTN4"
"AGAP1.2"	0	-2.02540922402174	0.338	0.877	0	"Hematopoeitic_cells"	"AGAP1"
"GLI3.2"	0	-2.04151520160103	0.068	0.719	0	"Hematopoeitic_cells"	"GLI3"
"SHANK2.2"	0	-2.07045965259761	0.068	0.654	0	"Hematopoeitic_cells"	"SHANK2"
"MAST4.2"	0	-2.11483608086311	0.284	0.788	0	"Hematopoeitic_cells"	"MAST4"
"GATA3.2"	0	-2.15663941870118	0.223	0.723	0	"Hematopoeitic_cells"	"GATA3"
"NEBL.2"	0	-2.1819287774939	0.095	0.712	0	"Hematopoeitic_cells"	"NEBL"
